Transfer Value,Club,Position,Inf,Name,Rec,Wor,Vis,Thr,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pun,Pos,Pen,Pas,Pac,1v1,OtB,Nat,Mar,L Th,Lon,Ldr,Kic,Jum,Hea,Han,Fre,Fla,Fir,Fin,Ecc,Dri,Det,Dec,Cro,Cor,Cnt,Cmp,Com,Cmd,Bra,Bal,Ant,Agi,Agg,Aer,Acc,Age
£7K,-,,Lst,- -,- - -,10,9,1,11,7,3,13,11,2,1,3,8,3,8,13,3,9,11,3,5,8,6,1,4,6,2,3,13,8,7,1,11,9,10,12,3,5,9,3,3,6,10,9,12,4,2,14,22
£0,-,,Wnt,- -,- - -,8-11,6-10,3-6,6-9,12-16,5-9,9,6-9,1-4,1-4,1-3,1-5,8-11,6-9,11,2-6,11-14,8-11,1-4,1-4,6-9,5-8,1-4,11,7,1-3,1-5,11-15,10,7-11,1-4,8-11,12-15,6-9,2-5,1-5,7-11,11-14,1-4,1-2,8-12,7-11,9-12,8-11,6-9,1-4,11,31
£0 - £5K,-,,,- -,- - -,16,9,2-4,8,14,11,10,14,1-3,1-3,1-2,10,3-5,7,12,1-3,7-9,15,9-11,2-4,3,11,1-3,13,10,3-5,4-7,4,7,5,2-4,7,9,7-9,5,3-5,6-8,7-9,3-5,1-3,13,11,5-7,13,12,2-5,12,28
£60K,-,,Lst,- -,- - -,9-13,6-9,1-2,7-11,12-15,7-10,13,9-13,1-4,1,1-4,4-7,7-11,8,9,1-4,9-13,8-12,7-10,2-5,10-14,7-11,1-4,17,14,1-2,1-3,4-7,10,9-12,2-5,6-10,10-13,8-12,3-7,1-4,7-10,7-10,1-4,1-5,12-15,10-13,12-16,6-10,11-15,1-4,9,33
£2.5K,-,,Lst,- -,- - -,6-10,11-14,1-5,8-12,8-11,7-10,5-9,6-10,2-5,1-3,1-3,6-9,2-6,11-14,10-13,1-4,8-12,11-14,3-6,7-11,9-13,1-4,1-5,9,4,2-5,8-11,9-12,9-13,2-5,1,9-13,11-15,7-11,8-11,6-9,6-9,10-14,1-5,1-5,6-9,10-13,9-13,7-11,2-5,1-4,9-12,29
£1.5K - £14K,-,,Ask,- -,- - -,9-12,10-14,1-4,6-9,10-14,8-12,8-11,10-13,2-6,1-3,1,7-11,10-13,5-8,12-16,1-4,8-11,11-14,7-11,9-12,8-11,5-8,1-4,6,7,1-2,7-11,12-16,10-13,6-10,1-4,11-14,17-20,5-8,9-12,8-12,6-10,10-13,3-6,1-2,9-13,9-13,7-10,11-14,8-11,1-4,9-12,28
£1K,-,,Lst,- -,- - -,13-16,7-10,1-4,11-14,10-13,3-6,11,9-12,1-4,1-4,3-6,3-7,6-9,11,10,2-6,13-16,13-16,3-7,6-10,5-8,1-3,1-4,15,10,1,2-6,9-13,12,8-12,3-7,8-11,7-11,10-13,1-4,3-7,8-12,9-13,1-3,1-4,10-14,9-13,12-15,9-12,9-12,1-4,10,34
£40K,-,,Lst,- -,- - -,7-10,9-12,-,11-14,4-7,3-6,6-10,11-14,-,-,-,-,9-12,10-13,9-12,-,10-13,9-12,-,1-3,9-12,6-9,-,5-9,5-8,-,3-7,11-15,8-12,4-8,-,11-14,12-16,6-9,6-9,6-10,2-6,8-12,-,-,5-9,10-14,10-13,11-14,9-12,-,8-11,22
£50K,-,,,- -,- - -,12,11,1,8,7,8,9,15,3,3,1,2,3,13,14,4,5,14,10,1,2,11,3,7,4,3,3,7,12,4,2,5,14,12,1,2,1,6,3,3,5,9,8,12,8,3,11,22
£2.5K - £24K,-,,Loa,- -,- - -,12,5,3,13,8,1,8,12,2,3,1,2,2,9,14,4,8,14,1,1,2,13,3,5,4,1,2,14,9,4,1,10,14,5,7,2,1,6,2,3,7,14,6,15,10,2,12,20
£0 - £8K,-,,,- -,- - -,9-13,4-7,-,8-12,11-14,7-10,5-9,8-12,-,-,-,8-11,1-5,9-12,11-14,-,4-8,14-17,7-10,1-5,1-4,3-6,-,8-11,5-8,-,1-4,4-7,7-11,-,-,5-9,14-18,6-10,8-11,1-3,7-10,7-11,-,-,6-9,14-17,11-15,12-16,9-12,-,15-18,23
£325K - £3.2M,-,,,- -,- - -,10-15,6-11,-,11-16,6-11,-,6-10,11-16,-,-,-,-,1-2,5-11,6-11,-,8-12,13-19,-,-,5-10,10-16,-,6-10,1-5,-,-,13-17,6-10,4-8,-,13-17,11-15,9-14,7-13,-,4-8,6-10,-,-,6-10,10-14,-,10-14,16-20,-,8-14,20
£26K - £80K,-,,,- -,- - -,13,5,1,9,16,12,7,11,2,1,3,7,1,6,9,1,7,8,7,3,4,15,2,12,5,1,2,8,7,4,1,5,8,12,10,5,7,5,2,1,15,9,9,11,20,4,12,18
£12K - £130K,-,,Loa,- -,- - -,3,6,9,3,5,3,8,6,11,12,8,10,3,7,5,6,1,10,2,2,3,14,11,12,1,13,1,2,5,2,5,3,15,13,1,1,8,9,8,11,7,9,7,8,9,12,6,22
£1.5K,-,,Lst,- -,- - -,12,11,1-2,11,13,10,8,10,2-4,1-3,1-2,8,1-4,11,11,1-3,9-12,11,4-6,2-4,7,6,1-4,4,6,1-3,3-5,6,10,4,3-5,9,8,13-15,6,3-5,9-11,7-9,2-4,1-3,8,15,11-14,9,14,4-6,6,22
£7K,-,,Lst,- -,- - -,11,7,3,7,8,13,6,10,1,3,3,11,2,8,10,3,7,12,13,1,4,12,3,3,8,1,4,6,10,2,2,3,4,14,4,4,8,8,1,3,9,8,12,11,8,3,12,24
£2.5K,-,,Ask,- -,- - -,5,6,9,5,1,1,7,2,8,11,10,10,2,7,10,10,1,12,1,3,1,4,9,13,1,12,3,1,2,2,9,3,15,12,1,2,9,10,5,10,9,9,8,13,11,14,8,26
£5K,-,,Lst,- -,- - -,8-11,8-11,1-3,11-14,11-14,7-10,9-13,8-11,1-2,1-4,1-4,4-8,10-13,7-10,8-11,2-6,11-14,9-12,7-11,3-7,12-15,5-8,2-5,11,9,1-2,7-11,9-13,11-15,11-15,1-5,7-10,12-16,9-12,6-9,6-10,9-13,10-14,1-3,2-5,12-16,7-11,12-15,8-11,8-11,1-4,5-8,34
£4K,-,,Lst,- -,- - -,7-11,7-11,-,5-9,6-10,1-4,2-5,12-16,-,-,-,10-13,2-5,2-6,11-15,-,12-15,4-8,6-9,1-2,2-6,9-13,-,2-5,1-3,-,1-3,9-12,1-4,-,-,7-10,12-15,5-9,4-8,1-4,9-12,8-11,-,-,5-8,12-15,8-11,14-17,8-12,-,11-15,26
£8K - £80K,-,,,- -,- - -,8-12,5-9,1-3,9-13,6-10,6-10,6,12-16,1-2,2-5,1-5,9-12,3-6,6,12,3-6,8-11,10-14,9-12,1-3,7-11,3-7,1-2,5,7,1-3,6-9,12-15,8,9-12,2-5,8-11,12-15,7-11,6-10,8-11,7-10,4-7,1-3,2-6,5-8,5-8,8-11,12-15,3-7,1-4,15,26
£0,-,,Lst,- -,- - -,12-15,6-9,1-3,9-12,10-13,9,8-12,12-15,1,1-4,1-4,9-13,4-8,8-11,5-8,1-2,5-9,11-14,7-10,2-6,8-11,10-13,1-5,5-8,4-7,2-5,6-10,7-10,10,7-11,1-2,8-12,12-16,11-14,10-13,9-12,9-12,9-13,1-3,1-4,10-14,11-15,6-10,6-10,8-11,1-2,7-10,33
£10K - £100K,-,,Loa,- -,- - -,11,13,1-3,14,13,6,10,10,1-2,3-5,1-2,9,4-6,12,10,1-2,8,12,7,1-3,8,16,1-2,16,7,3-6,6,7,10,4,1-2,10,17,10,8,5,8,9,1-3,2-4,17,10,10,7,5,1-3,8,21
£26K - £275K,-,,,- -,- - -,11,9,1-4,10,10-12,4-6,10,12,2-4,1-2,2-4,6-8,13-15,7,12,1-3,12,11-13,4-7,1-4,9,7-9,2-4,8,10,1-3,4-6,11,10,13,3-6,10,11,9-11,8,3-6,9-12,7-10,1-2,1-2,10-12,11-13,9-11,10-12,10,1-3,14,30
£14K - £150K,-,,Loa,- -,- - -,11,13,1-3,13,15,2,8,8,1-3,1-3,1-3,4-6,2,12,11,1-2,9,11,1-4,1,4,11,1,2,3,2-5,3,12,10,6,2-5,8,12,11,3,3,5,11,2-4,1-2,5,10,10,11,6,2-4,9,21
£0,-,,Lst,- -,- - -,13,7-9,1-3,12,12,12,8,11,1-3,1-2,1-2,10,3-6,11,11,1-3,6-9,11-14,10,3-5,9-11,9,1-3,8,8,1-2,1-3,12-14,8,6-8,1-2,10-13,14,9,6-9,1-3,11-13,8-10,2-4,2-4,6-8,7-9,9,8-11,9,2-4,11,32
£12K - £130K,-,,Inj,- -,- - -,10,11,1-4,7,7,9,13,11,2-5,1,1-4,8,4-8,11,11,2-5,2,7,11-14,1-4,8,9,1-4,10,7,1-4,1-4,9,10,4,1-4,7,11,6-10,2,2-5,9-12,8,1-3,1-3,14,15,7-11,14,13,2-5,11,19
£18K - £50K,-,,Wnt,- -,- - -,11,5,1-3,12,8,6,8,9,1-4,1-2,1-3,5-8,1,10,15,1-3,9,14,1-3,5,5,3,3-5,6,3,1-2,5,15,9,8,2-4,12,17,9,11,6,9,7,2-4,1-2,8,11,10,15,13,1-4,14,22
£0 - £7K,-,,Loa,- -,- - -,13,6,1-2,10,16,8,7,12,4-7,1-2,1-5,7,1-5,5,9,2-5,5,3,6-9,1-4,4,3,1-4,5,3,1-4,1-3,4,6,1,1-3,3,9,6-10,4,1-4,9-12,5,1-4,1-4,9,15,7-11,6,6,3-6,9,20
£3K - £28K,-,,Loa,- -,- - -,10,8,1-2,10-12,11,12,10,12,1,1-3,1-3,7-10,1-3,7,9-11,3-5,4-7,10-12,8-10,2-4,4,8-10,1-4,14,4,1-3,4-7,6,5,2-5,1-2,2-5,11-13,9-11,3-5,2-4,8-10,5-7,1-2,3-5,7-10,10-13,6-9,11-14,11-13,2-4,10-12,21
£7K,-,,Lst,- -,- - -,6-10,9-13,-,9-13,4-8,1-3,7-11,9-13,-,-,-,1-5,-,7-13,12-16,-,5-9,13-19,1-3,-,4-8,8-14,-,9-15,3-7,-,2-6,8-14,11-15,9-13,-,8-12,14-18,8-12,6-12,1-5,1-5,5-9,-,-,7-11,12-16,2-6,8-12,8-14,-,12-18,22
£0 - £12K,-,,,- -,- - -,12,10,1,8,11,10,7,9,1-2,3-5,2-5,9-11,6-8,12,8-11,1-3,8-10,10-12,6-8,3-5,5,12,1-3,9,7,1-2,5-7,6,10,4-6,2-4,7-9,10-12,9-12,4-6,7-9,12-14,10-12,1-3,1-4,9-11,10-12,11-13,10-12,11,1-4,8-10,27
£500 - £4.5K,-,,,- -,- - -,10,7-9,2-4,9,9,13,6,9,3-5,1-3,1-3,7,3-6,10,10,1-3,7-10,11-14,10,6-8,7-9,9-12,1-4,14,10,1-2,3-5,4-6,11,4-6,1-2,6-9,15,10,10-13,8-10,9-11,8-10,2-4,1-2,8-10,7-9,12,9-12,8,3-5,14,27
£3.5K - £35K,-,,,- -,- - -,10,9-11,2-5,9,10,12,14,11-13,1-2,2-4,1-3,12,7-9,8,12,1-4,9-11,12-14,10,2-5,3-5,6-8,1-3,13,11,1,1-3,8-11,10,1-2,1-4,7-9,12,11,4-6,1-4,10-13,8-11,1-2,2-4,10-12,11-13,10,11-13,11,1-2,12,23
£40K - £400K,-,,Loa,- -,- - -,7,11,1-5,12,12,1,10,10,1-3,1-5,1-3,2-6,3,10,11,2-6,12,14,1-5,1,7,16,2-5,4,11,1-3,1,13,12,10,1-4,13,5,12,5,4,7,12,1-2,2-5,17,13,8,15,14,1-2,13,20
£35K - £350K,-,,Loa,- -,- - -,6,9,2-5,9,3,3,7,13,1-4,1-2,1-5,1-2,4,7,14,1-3,9,13,1-4,1,5,11,1-4,4,5,1-2,3,12,10,9,1-3,11,14,6,7,3,4,7,1-2,1-5,17,14,8,18,5,1-4,12,20
£85K - £850K,-,,Loa,- -,- - -,14,8,1-4,11,14,3,10,13,1-4,2-5,1-4,4-7,3,9,13,3-6,12,16,3-6,2,5,8,1-2,5,6,1-4,8,14,12,13,3-6,11,15,9,6,8,7,12,1,2-6,8,12,9,12,8,1-2,14,19
£0,-,,Lst,- -,- - -,9,5-8,2-4,12,9,8,5,8-11,1-2,2-4,1-4,7,1-2,11,12,1-3,7-9,10-12,12,1,1-4,10-12,1-3,5,3,2-4,5-7,6-8,14,3-5,1-3,9-11,15,13,6-8,7-9,8-10,5-7,1-3,2-5,15-17,9-11,6,14-16,15,1-3,13,25
£4K - £40K,-,,,- -,- - -,12,7,2-5,9,9-11,5-7,7,10,1-3,1-3,1-2,9-11,8-10,9,10,1,11,12-14,5-7,4-7,7,8-10,1-3,6,7,3-5,7-9,11,10,9,1-3,11,14,6-9,10-12,6-8,8-10,7-10,1-3,1-4,6-8,8-10,7-9,10-12,8-10,1-2,11,26
£26K - £250K,-,,Wnt,- -,- - -,12,12,3-6,11,9,10,12,10,1-3,1-3,1-3,12-14,1-2,14,9,1-3,7-9,15-17,4-6,1-3,10,5,1-3,13,5,1-3,3-5,7,14,3-5,1-3,7-9,14-17,12-15,5-7,1-3,6-8,10-13,1-3,1-2,5-7,10-12,8-10,8-10,15,1-3,12,22
£26K - £275K,-,,Loa,- -,- - -,8-12,9-15,-,7-11,7-13,1-5,9-13,9-13,-,-,-,-,1-3,13-17,10-16,-,6-10,11-15,-,2-6,1-5,7-11,-,1-4,5-11,-,1-3,11-15,10-14,1-7,-,13-17,18-20,9-13,2-6,1-3,2-6,15-19,-,-,4-10,8-14,7-11,10-14,9-13,-,10-14,22
£500 - £6K,-,,,- -,- - -,10,8-11,11,8,9,2-5,12,8,7,13,2,10,2-4,9,10,11,3,11,2-4,1-3,1-2,6,11,16,8-11,11,1-3,1-2,9,1-3,4,2-4,12,10,1-2,1-3,11,9,10,10,11,11,12,12,8,16,10,29
£0 - £80K,-,,,- -,- - -,7,5-7,1-3,3,6,13,9,9,1-2,1-3,2-4,11,3-5,7,9,2-5,5-7,11-13,12,1-4,4-6,10-12,1-3,18,8,1,1-2,4-7,7,1-2,2-5,1-3,17,10,2-4,1-3,12-15,6-9,1-3,2-4,9-11,10-12,12,10-12,6,1-2,9,24
£0 - £16K,-,,Wnt,- -,- - -,13,9,1,8,12,9,9,14,1-2,1-3,1-4,8-10,2-4,8,12,2-4,6-8,13-15,14-16,1,6,12,1-3,10,7,2-4,2-4,5,8,3-5,1-3,5-7,4-6,9-12,5-7,3-5,10-12,7-9,1-3,2-5,6-8,8-10,8-10,8-10,14,1-3,13,26
£14K - £140K,-,,,- -,- - -,15,11,1-2,8,13,8,14,16,1-2,3-5,1-3,7-9,1-2,12,11,1-3,4-6,15-18,7-10,2-4,7,8,1,5,5,1-3,6-8,6,9,4-6,1-3,5-7,14-16,7-9,5-8,1-4,9-12,7-9,2-4,1-2,15-17,9-11,6-8,8-10,14,2-4,11,25
